"","gene","length"
"10906","RAB6A",773
"10907","MRPL48",674
"10908","COA4",291
"10909","PAAF1",1472
"10910","DNAJB13",1065
"10911","UCP2",955
"10912","UCP3",966
"10913","C2CD3",7627
"10914","PPME1",1268
"10915","P4HA3",1882
"10916","PGM2L1",1934
"10917","KCNE3",312
"10918","LIPT2",701
"10919","POLD3",1456
"10920","CHRDL2",1411
"10921","RNF169",2152
"10922","XRRA1",2670
"10923","SPCS2",701
"10924","NEU3",1791
"10925","OR2AT4",963
"10926","SLCO2B1",2195
"10927","TPBGL",1149
"10928","ARRB1",1332
"10929","RPS3",807
"10930","KLHL35",1777
"10931","GDPD5",1923
"10932","SERPINH1",1290
"10933","MAP6",2459
"10934","MOGAT2",1030
"10935","DGAT2",1202
"10936","UVRAG",2170
"10937","WNT11",1085
"10938","THAP12",2306
"10939","GVQW3",1411
"10940","EMSY",4164
"10941","LRRC32",1994
"10942","TSKU",1062
"10943","ACER3",880
"10944","B3GNT6",1155
"10945","CAPN5",2103
"10946","OMP",492
"10947","MYO7A",6883
"10948","GDPD4",1967
"10949","PAK1",1777
"10950","AQP11",826
"10951","CLNS1A",739
"10952","RSF1",4401
"10953","AAMDC",846
"10954","INTS4",3338
"10955","KCTD14",773
"10956","NDUFC2-KCTD14",452
"10957","THRSP",441
"10958","NDUFC2",421
"10959","ALG8",2160
"10960","KCTD21",783
"10961","USP35",3102
"10962","GAB2",2076
"10963","NARS2",1627
"10964","TENM4",8455
"10965","FAM181B",1281
"10966","PRCP",1608
"10967","DDIAS",3040
"10968","RAB30",632
"10969","PCF11",5136
"10970","ANKRD42",1848
"10971","CCDC90B",843
"10972","DLG2",4079
"10973","TMEM126B",715
"10974","TMEM126A",603
"10975","CREBZF",1065
"10976","CCDC89",1125
"10977","SYTL2",6810
"10978","CCDC83",1385
"10979","PICALM",2083
"10980","EED",1655
"10981","HIKESHI",657
"10982","CCDC81",2029
"10983","ME3",1929
"10984","PRSS23",1433
"10985","FZD4",1619
"10986","TMEM135",1447
"10987","RAB38",646
"10988","CTSC",1843
"10989","GRM5",3922
"10990","TYR",1610
"10991","NOX4",1917
"10992","TRIM77",1378
"10993","TRIM49",1384
"10994","TRIM64B",1375
"10995","TRIM49D1",1384
"10996","TRIM49D2",1384
"10997","TRIM64",1375
"10998","TRIM49C",1384
"10999","UBTFL1",1182
"11000","NAALAD2",2430
"11001","CHORDC1",1073
"11002","FAT3",13900
"11003","MTNR1B",1094
"11004","SLC36A4",1565
"11005","DEUP1",2058
"11006","SMCO4",180
"11007","CEP295",7946
"11008","TAF1D",857
"11009","C11orf54",983
"11010","ENSG00000284057",2602
"11011","MED17",2174
"11012","VSTM5",618
"11013","HEPHL1",3575
"11014","PANX1",1301
"11015","IZUMO1R",768
"11016","GPR83",1287
"11017","MRE11",2258
"11018","ANKRD49",842
"11019","C11orf97",396
"11020","FUT4",1593
"11021","PIWIL4",2719
"11022","AMOTL1",2931
"11023","CWC15",715
"11024","KDM4D",1572
"11025","KDM4E",1521
"11026","KDM4F",1917
"11027","SRSF8",849
"11028","ENDOD1",1508
"11029","SESN3",1550
"11030","FAM76B",1065
"11031","CEP57",1577
"11032","MTMR2",2002
"11033","MAML2",3491
"11034","CCDC82",1798
"11035","JRKL",1575
"11036","CNTN5",3421
"11037","ARHGAP42",3130
"11038","PGR",2837
"11039","TRPC6",2856
"11040","ANGPTL5",1202
"11041","CEP126",3404
"11042","CFAP300",882
"11043","YAP1",1567
"11044","BIRC3",1978
"11045","BIRC2",1892
"11046","TMEM123",647
"11047","MMP7",829
"11048","MMP20",1497
"11049","MMP27",1587
"11050","MMP8",1449
"11051","MMP10",1476
"11052","MMP1",1455
"11053","MMP3",1479
"11054","MMP12",1458
"11055","MMP13",1584
"11056","DCUN1D5",749
"11057","DYNC2H1",13411
"11058","PDGFD",1143
"11059","DDI1",1191
"11060","CASP4",1169
"11061","CASP5",1384
"11062","CASP1",1283
"11063","CARD16",626
"11064","CARD18",278
"11065","GRIA4",3052
"11066","MSANTD4",1043
"11067","KBTBD3",1889
"11068","AASDHPPT",955
"11069","GUCY1A2",2400
"11070","CWF19L2",2770
"11071","ALKBH8",2079
"11072","ELMOD1",1055
"11073","SLN",96
"11074","SLC35F2",1160
"11075","RAB39A",659
"11076","CUL5",2433
"11077","ACAT1",1416
"11078","NPAT",4369
"11079","ATM",9489
"11080","C11orf65",1080
"11081","POGLUT3",1591
"11082","EXPH5",6009
"11083","DDX10",2923
"11084","C11orf87",594
"11085","ZC3H12C",2704
"11086","RDX",1882
"11087","FDX1",570
"11088","ARHGAP20",3730
"11089","POU2AF2",887
"11090","POU2AF3",886
"11091","POU2AF1",791
"11092","BTG4",825
"11093","HOATZ",623
"11094","LAYN",1188
"11095","SIK2",2851
"11096","PPP2R1B",2098
"11097","ALG9",1927
"11098","ENSG00000258529",2625
"11099","FDXACB1",1895
"11100","CFAP68",636
"11101","CRYAB",679
"11102","HSPB2",554
"11103","C11orf52",387
"11104","DIXDC1",2235
"11105","DLAT",2031
"11106","PIH1D2",1030
"11107","NKAPD1",902
"11108","TIMM8B",302
"11109","SDHD",615
"11110","IL18",602
"11111","TEX12",387
"11112","BCO2",1795
"11113","PTS",463
"11114","PLET1",639
"11115","NCAM1",2960
"11116","TTC12",2596
"11117","ANKK1",2333
"11118","DRD2",1377
"11119","TMPRSS5",1516
"11120","ZW10",2415
"11121","CLDN25",690
"11122","USP28",3583
"11123","HTR3B",1383
"11124","HTR3A",1611
"11125","ZBTB16",2124
"11126","NNMT",805
"11127","C11orf71",475
"11128","RBM7",1057
"11129","REXO2",773
"11130","NXPE1",1706
"11131","NXPE4",1655
"11132","NXPE2",1705
"11133","CADM1",1511
"11134","BUD13",1905
"11135","ZPR1",1445
"11136","APOA5",1195
"11137","APOA4",1201
"11138","APOC3",364
"11139","APOA1",905
"11140","SIK3",4225
"11141","PAFAH1B2",923
"11142","SIDT2",2775
"11143","TAGLN",621
"11144","PCSK7",2428
"11145","RNF214",2177
"11146","BACE1",1688
"11147","CEP164",4533
"11148","DSCAML1",6502
"11149","FXYD2",243
"11150","FXYD6-FXYD2",530
"11151","FXYD6",405
"11152","TMPRSS13",2053
"11153","IL10RA",1767
"11154","SMIM35",273
"11155","TMPRSS4",1374
"11156","SCN4B",707
"11157","SCN2B",663
"11158","JAML",1241
"11159","MPZL3",767
"11160","MPZL2",668
"11161","CD3E",659
"11162","CD3D",536
"11163","CD3G",574
"11164","UBE4A",3312
"11165","ATP5MG",513
"11166","ENSG00000285827",3096
"11167","KMT2A",12354
"11168","TTC36",580
"11169","TMEM25",1291
"11170","IFT46",1281
"11171","ARCN1",1805
"11172","PHLDB1",4239
"11173","TREH",1822
"11174","DDX6",1507
"11175","CXCR5",1124
"11176","BCL9L",4535
"11177","UPK2",575
"11178","FOXR1",904
"11179","CENATAC",1049
"11180","RPS25",393
"11181","TRAPPC4",875
"11182","SLC37A4",1397
"11183","HYOU1",3123
"11184","VPS11",3061
"11185","HMBS",1151
"11186","H2AX",432
"11187","DPAGT1",1301
"11188","C2CD2L",2189
"11189","HINFP",1656
"11190","ABCG4",2006
"11191","NLRX1",3130
"11192","NHERF4",1876
"11193","CCDC153",658
"11194","CBL",2872
"11195","MCAM",2016
"11196","RNF26",1302
"11197","C1QTNF5",737
"11198","MFRP",1800
"11199","USP2",2071
"11200","THY1",496
"11201","NECTIN1",2133
"11202","TRIM29",1831
"11203","OAF",837
"11204","POU2F3",1408
"11205","TLCD5",809
"11206","ARHGEF12",4835
"11207","GRIK4",2961
"11208","TBCEL",1305
"11209","TECTA",6578
"11210","SC5D",915
"11211","SORL1",7134
"11212","BLID",327
"11213","UBASH3B",2015
"11214","CRTAM",1280
"11215","JHY",2434
"11216","BSX",712
"11217","HSPA8",1976
"11218","CLMP",1152
"11219","GRAMD1B",3374
"11220","SCN3B",668
"11221","ZNF202",1972
"11222","OR6X1",939
"11223","OR6M1",942
"11224","TMEM225",693
"11225","OR8D4",945
"11226","OR4D5",957
"11227","OR6T1",972
"11228","OR10S1",969
"11229","OR10G6",999
"11230","OR10G4",936
"11231","OR10G9",936
"11232","OR10G8",936
"11233","OR10G7",936
"11234","VWA5A",2491
"11235","OR10D3",939
"11236","OR8G1",936
"11237","OR8G5",936
"11238","OR8D1",927
"11239","OR8D2",936
"11240","OR8B2",942
"11241","OR8B3",942
"11242","OR8B4",930
"11243","OR8B8",936
"11244","OR8B12",933
"11245","OR8A1",981
"11246","PANX3",1194
"11247","TBRG1",1276
"11248","SIAE",1617
"11249","SPA17",471
"11250","NRGN",242
"11251","VSIG2",1016
"11252","ESAM",1203
"11253","MSANTD2",1962
"11254","ROBO3",4388
"11255","ROBO4",3109
"11256","HEPN1",267
"11257","HEPACAM",1437
"11258","CCDC15",2959
"11259","SLC37A2",1621
"11260","TMEM218",441
"11261","PKNOX2",1464
"11262","FEZ1",1221
"11263","EI24",1068
"11264","STT3A",2198
"11265","CHEK1",1763
"11266","ACRV1",813
"11267","PATE1",401
"11268","PATE2",357
"11269","PATE3",307
"11270","PATE4",307
"11271","PUS3",1456
"11272","HYLS1",900
"11273","DDX25",1507
"11274","VSIG10L2",2437
"11275","CDON",3954
"11276","RPUSD4",1164
"11277","FAM118B",1086
"11278","SRPRA",1982
"11279","FOXRED1",1589
"11280","TIRAP",735
"11281","DCPS",1139
"11282","ST3GAL4",1292
"11283","KIRREL3",2521
"11284","ETS1",1583
"11285","FLI1",1476
"11286","KCNJ1",1181
"11287","KCNJ5",1265
"11288","TP53AIP1",578
"11289","ARHGAP32",6445
"11290","BARX2",855
"11291","TMEM45B",848
"11292","NFRKB",4129
"11293","PRDM10",3617
"11294","APLP2",2515
"11295","ST14",2658
"11296","ZBTB44",1947
"11297","ADAMTS8",2710
"11298","ADAMTS15",2888
"11299","SNX19",3131
"11300","NTM",1202
"11301","OPCML",1164
"11302","SPATA19",529
"11303","IGSF9B",4478
"11304","JAM3",973
"11305","NCAPD3",4719
"11306","VPS26B",1036
"11307","THYN1",708
"11308","ACAD8",1298
"11309","GLB1L3",2125
"11310","GLB1L2",2001
"11311","B3GAT1",1020
"11312","IQSEC3",3691
"11313","SLC6A12",1910
"11314","SLC6A13",1963
"11315","KDM5A",5208
"11316","CCDC77",1517
"11317","B4GALNT3",3092
"11318","NINJ2",708
"11319","WNK1",9031
"11320","RAD52",1589
"11321","ERC1",3503
"11322","FBXL14",1262
"11323","WNT5B",1095
"11324","ADIPOR2",1191
"11325","CACNA2D4",3831
"11326","LRTM2",1123
"11327","DCP1B",2063
"11328","CACNA1C",7583
"11329","FKBP4",1478
"11330","ITFG2",1399
"11331","NRIP2",871
"11332","TEX52",928
"11333","FOXM1",2449
"11334","RHNO1",722
"11335","TULP3",1578
"11336","TEAD4",1355
"11337","TSPAN9",915
"11338","PRMT8",1281
"11339","CRACR2A",2343
"11340","PARP11",1052
"11341","CCND2",937
"11342","TIGAR",838
"11343","FGF23",766
"11344","FGF6",637
"11345","C12orf4",1719
"11346","RAD51AP1",1104
"11347","DYRK4",1978
"11348","AKAP3",2572
"11349","NDUFA9",1355
"11350","ENSG00000255639",1774
"11351","GALNT8",1964
"11352","KCNA6",1590
"11353","KCNA1",1488
"11354","KCNA5",1842
"11355","NTF3",818
"11356","ANO2",3155
"11357","VWF",8692
"11358","CD9",983
"11359","PLEKHG6",2682
"11360","TNFRSF1A",1627
"11361","SCNN1A",2260
"11362","LTBR",1395
"11363","CD27",808
"11364","TAPBPL",1437
"11365","VAMP1",414
"11366","MRPL51",397
"11367","NCAPD2",4356
"11368","GAPDH",1063
"11369","IFFO1",1761
"11370","NOP2",2730
"11371","CHD4",6017
"11372","LPAR5",1119
"11373","ACRBP",1690
"11374","ING4",785
"11375","ZNF384",1928
"11376","PIANP",871
"11377","COPS7A",971
"11378","MLF2",777
"11379","PTMS",625
"11380","LAG3",1636
"11381","CD4",1424
"11382","GPR162",1800
"11383","P3H3",2281
"11384","GNB3",1063
"11385","CDCA3",945
"11386","USP5",2672
"11387","TPI1",891
"11388","SPSB2",934
"11389","LRRC23",1309
"11390","ENO2",1355
"11391","ATN1",3613
"11392","C12orf57",471
"11393","PTPN6",2018
"11394","PHB2",963
"11395","EMG1",760
"11396","LPCAT3",1519
"11397","C1S",2117
"11398","C1R",2215
"11399","C1RL",1674
"11400","RBP5",467
"11401","CLSTN3",3765
"11402","PEX5",2103
"11403","ACSM4",1803
"11404","CD163L1",4482
"11405","CD163",3653
"11406","APOBEC1",731
"11407","GDF3",1100
"11408","DPPA3",495
"11409","CLEC4C",667
"11410","NANOGNB",630
"11411","NANOG",933
"11412","SLC2A14",1764
"11413","SLC2A3",1536
"11414","FOXJ2",1811
"11415","C3AR1",1449
"11416","NECAP1",903
"11417","CLEC4A",739
"11418","ZNF705A",923
"11419","FAM90A1",1410
"11420","CLEC6A",655
"11421","CLEC4D",673
"11422","CLEC4E",741
"11423","AICDA",661
"11424","MFAP5",562
"11425","RIMKLB",1264
"11426","A2ML1",4541
"11427","PHC1",3080
"11428","M6PR",859
"11429","KLRG1",622
"11430","A2M",4600
"11431","PZP",4624
"11432","KLRB1",703
"11433","CLEC2D",683
"11434","CD69",622
"11435","KLRF1",721
"11436","CLEC2B",493
"11437","KLRF2",649
"11438","CLEC2A",620
"11439","CLEC12A",858
"11440","CLEC1B",715
"11441","CLEC12B",872
"11442","CLEC9A",751
"11443","CLEC1A",868
"11444","CLEC7A",1009
"11445","OLR1",847
"11446","TMEM52B",572
"11447","GABARAPL1",563
"11448","KLRD1",568
"11449","KLRK1",681
"11450","KLRC4",492
"11451","KLRC3",846
"11452","ENSG00000255641",753
"11453","KLRC2",784
"11454","KLRC1",727
"11455","EIF2S3B",1514
"11456","MAGOHB",621
"11457","STYK1",1309
"11458","YBX3",1159
"11459","TAS2R7",957
"11460","TAS2R8",930
"11461","TAS2R9",939
"11462","TAS2R10",924
"11463","PRR4",445
"11464","PRH1",574
"11465","ENSG00000275778",533
"11466","TAS2R13",912
"11467","PRH2",511
"11468","TAS2R14",954
"11469","TAS2R50",900
"11470","TAS2R20",930
"11471","TAS2R19",900
"11472","TAS2R31",930
"11473","TAS2R46",930
"11474","TAS2R43",930
"11475","TAS2R30",960
"11476","SMIM10L1",207
"11477","TAS2R42",945
"11478","PRB3",1066
"11479","PRB4",754
"11480","PRB1",612
"11481","PRB2",1261
"11482","ETV6",1394
"11483","BCL2L14",1191
"11484","LRP6",4952
"11485","MANSC1",1306
"11486","BORCS5",610
"11487","DUSP16",2023
"11488","CREBL2",378
"11489","GPR19",1248
"11490","CDKN1B",747
"11491","APOLD1",851
"11492","DDX47",1423
"11493","GPRC5A",1120
"11494","GPRC5D",1048
"11495","HEBP1",587
"11496","FAM234B",1929
"11497","GSG1",1255
"11498","ENSG00000289766",546
"11499","EMP1",693
"11500","GRIN2B",4510
"11501","ATF7IP",3945
"11502","PLBD1",1712
"11503","GUCY2C",3352
"11504","H4C16",312
"11505","H2AJ",390
"11506","WBP11",1976
"11507","SMCO3",678
"11508","C12orf60",738
"11509","ART4",955
"11510","MGP",407
"11511","ERP27",885
"11512","ARHGDIB",626
"11513","PDE6H",262
"11514","RERG",633
"11515","PTPRO",3788
"11516","EPS8",2649
"11517","STRAP",1142
"11518","DERA",997
"11519","SLC15A5",1780
"11520","MGST1",523
"11521","LMO3",665
"11522","RERGL",693
"11523","PIK3C2G",4618
"11524","PLCZ1",2010
"11525","CAPZA3",900
"11526","PLEKHA5",4089
"11527","AEBP2",1637
"11528","PDE3A",3501
"11529","SLCO1C1",2307
"11530","SLCO1B3",2174
"11531","SLCO1B3-SLCO1B7",3685
"11532","SLCO1B1",2141
"11533","SLCO1A2",2078
"11534","IAPP",372
"11535","PYROXD1",1558
"11536","RECQL",2015
"11537","GOLT1B",462
"11538","SPX",376
"11539","GYS2",2187
"11540","LDHB",1035
"11541","KCNJ8",1280
"11542","ABCC9",5483
"11543","CMAS",1340
"11544","ST8SIA1",1238
"11545","C2CD5",3520
"11546","ETNK1",1574
"11547","SOX5",2395
"11548","BCAT1",1262
"11549","IRAG2",4555
"11550","DNAI7",2467
"11551","ETFRF1",427
"11552","KRAS",727
"11553","LMNTD1",1355
"11554","RASSF8",1318
"11555","BHLHE41",1469
"11556","SSPN",765
"11557","ITPR2",8409
"11558","INTS13",2196
"11559","FGFR1OP2",793
"11560","TM7SF3",1768
"11561","MED21",529
"11562","C12orf71",815
"11563","STK38L",1455
"11564","BMAL2",2024
"11565","SMCO2",1067
"11566","PPFIBP1",3347
"11567","REP15",711
"11568","MRPS35",1007
"11569","MANSC4",1033
"11570","KLHL42",1528
"11571","PTHLH",654
"11572","CCDC91",1381
"11573","FAR2",1644
"11574","ERGIC2",1194
"11575","OVCH1",3711
"11576","TMTC1",2930
"11577","IPO8",3261
"11578","CAPRIN2",3691
"11579","TSPAN11",831
"11580","DDX11",3043
"11581","SINHCAF",686
"11582","DENND5B",4207
"11583","AK4P3",672
"11584","ETFBKMT",799
"11585","AMN1",814
"11586","H3-5",408
"11587","RESF1",5254
"11588","BICD1",3127
"11589","FGD4",2826
"11590","DNM1L",2350
"11591","YARS2",1454
"11592","PKP2",2913
"11593","SYT10",1602
"11594","ALG10",1446
"11595","ALG10B",1446
"11596","CPNE8",1855
"11597","KIF21A",5210
"11598","ABCD2",2268
"11599","C12orf40",2039
"11600","SLC2A13",2029
"11601","LRRK2",7870
"11602","CNTN1",3249
"11603","PDZRN4",3299
"11604","GXYLT1",1358
"11605","YAF2",839
"11606","PPHLN1",1821
"11607","ZCRB1",717
"11608","PRICKLE1",2526
"11609","ADAMTS20",6156
"11610","PUS7L",2141
"11611","IRAK4",1433
"11612","TWF1",1119
"11613","TMEM117",1575
"11614","NELL2",2799
"11615","DBX2",1035
"11616","ANO6",3243
"11617","ARID2",5610
"11618","SCAF11",4491
"11619","SLC38A1",1686
"11620","SLC38A2",1666
"11621","SLC38A4",1714
"11622","AMIGO2",1569
"11623","PCED1B",1299
"11624","RPAP3",2073
"11625","ENDOU",1278
"11626","RAPGEF3",3105
"11627","SLC48A1",451
"11628","HDAC7",3286
"11629","VDR",1479
"11630","TMEM106C",783
"11631","COL2A1",4729
"11632","SENP1",2015
"11633","PFKM",2940
"11634","ASB8",1031
"11635","CCDC184",585
"11636","OR10AD1",954
"11637","H1-7",768
"11638","ZNF641",1445
"11639","ANP32D",396
"11640","C12orf54",414
"11641","OR8S1",939
"11642","OR5BS1P",941
"11643","LALBA",446
"11644","KANSL2",2068
"11645","CCNT1",2221
"11646","SPMIP11",411
"11647","ADCY6",3607
"11648","CACNB3",1569
"11649","DDX23",2538
"11650","RND1",719
"11651","ENSG00000272822",648
"11652","CCDC65",1557
"11653","FKBP11",849
"11654","ARF3",561
"11655","WNT10B",1185
"11656","WNT1",1128
"11657","DDN",2141
"11658","PRKAG1",1078
"11659","KMT2D",16941
"11660","RHEBL1",587
"11661","DHH",1201
"11662","LMBR1L",1550
"11663","TUBA1B",1371
"11664","TUBA1A",1524
"11665","TUBA1C",1596
"11666","PRPH",1453
"11667","TROAP",2842
"11668","C1QL4",722
"11669","DNAJC22",1031
"11670","SPATS2",1898
"11671","KCNH3",3322
"11672","MCRS1",1506
"11673","FAM186B",2807
"11674","PRPF40B",2807
"11675","FMNL3",3303
"11676","TMBIM6",933
"11677","NCKAP5L",4055
"11678","BCDIN3D",884
"11679","FAIM2",1006
"11680","AQP2",831
"11681","AQP5",813
"11682","AQP6",956
"11683","RACGAP1",2086
"11684","ASIC1",2438
"11685","SMARCD1",1663
"11686","GPD1",1085
"11687","COX14",174
"11688","CERS5",1250
"11689","LIMA1",2328
"11690","FAM186A",7106
"11691","LARP4",2270
"11692","DIP2B",4916
"11693","ATF1",841
"11694","TMPRSS12",1232
"11695","TMT1A",740
"11696","HIGD1C",333
"11697","SLC11A2",1994
"11698","LETMD1",1162
"11699","CSRNP2",1647
"11700","TFCP2",1579
"11701","POU6F1",1881
"11702","DAZAP2",831
"11703","SMAGP",315
"11704","BIN2",1831
"11705","CELA1",812
"11706","GALNT6",1914
"11707","SLC4A8",3698
"11708","SCN8A",6444
"11709","TMDD1",954
"11710","FIGNL2",1962
"11711","ANKRD33",1444
"11712","ACVRL1",1699
"11713","ACVR1B",1922
"11714","TAMALIN",1251
"11715","NR4A1",2093
"11716","ATG101",662
"11717","SMIM41",282
"11718","KRT80",1434
"11719","KRT7",1450
"11720","KRT81",1558
"11721","KRT86",1501
"11722","KRT83",1522
"11723","KRT85",1616
"11724","KRT84",1843
"11725","KRT82",1582
"11726","KRT75",1696
"11727","KRT6B",1735
"11728","KRT6C",1735
"11729","KRT6A",1735
"11730","KRT5",1813
"11731","KRT71",1612
"11732","KRT74",1677
"11733","KRT72",1576
"11734","KRT73",1663
"11735","KRT2",1960
"11736","KRT1",1975
"11737","KRT77",1777
"11738","KRT76",1957
"11739","KRT3",1927
"11740","KRT4",1603
"11741","KRT79",1648
"11742","KRT78",1660
"11743","KRT8",1685
"11744","KRT18",1325
"11745","EIF4B",1921
"11746","TNS2",4478
"11747","SPRYD3",1495
"11748","IGFBP6",738
"11749","SOAT2",1639
"11750","CSAD",1638
"11751","ZNF740",607
"11752","ITGB7",2462
"11753","RARG",1670
"11754","ENSG00000283536",519
"11755","MFSD5",1679
"11756","ESPL1",6508
"11757","PFDN5",533
"11758","MYG1",1161
"11759","AAAS",1718
"11760","SP7",1301
"11761","SP1",2383
"11762","AMHR2",1772
"11763","PRR13",555
"11764","PCBP2",1166
"11765","MAP3K12",2739
"11766","TARBP2",1171
"11767","NPFF",352
"11768","ATF7-NPFF",1447
"11769","ATF7",1589
"11770","ATP5MC2",494
"11771","CALCOCO1",2143
"11772","HOXC13",998
"11773","HOXC12",854
"11774","HOXC11",1142
"11775","HOXC10",1034
"11776","ENSG00000273049",386
"11777","HOXC9",788
"11778","HOXC8",734
"11779","HOXC6",713
"11780","HOXC5",674
"11781","HOXC4",800
"11782","SMUG1",1042
"11783","CBX5",591
"11784","HNRNPA1",1232
"11785","NFE2",1127
"11786","COPZ1",765
"11787","GPR84",1191
"11788","ZNF385A",1196
"11789","ITGA5",3295
"11790","GTSF1",534
"11791","NCKAP1L",3534
"11792","PDE1B",1732
"11793","PPP1R1A",717
"11794","LACRT",437
"11795","DCD",422
"11796","MUCL1",334
"11797","TESPA1",1606
"11798","NEUROD4",996
"11799","OR9K2",942
"11800","OR10A7",951
"11801","OR6C74",939
"11802","OR6C6",945
"11803","OR6C1",939
"11804","OR6C3",936
"11805","OR6C75",939
"11806","OR6C65",939
"11807","OR6C76",939
"11808","OR6C2",939
"11809","OR6C70",939
"11810","OR6C68",939
"11811","OR6C4",930
"11812","OR2AP1",930
"11813","OR10P1",942
"11814","TMT1B",740
"11815","ITGA7",3925
"11816","BLOC1S1",552
"11817","ENSG00000258311",384
"11818","RDH5",972
"11819","CD63",747
"11820","GDF11",1234
"11821","SARNP",731
"11822","ORMDL2",472
"11823","DNAJC14",2134
"11824","MMP19",1673
"11825","PYM1",864
"11826","DGKA",2318
"11827","PMEL",2057
"11828","CDK2",1076
"11829","RAB5B",668
"11830","SUOX",1648
"11831","IKZF4",1842
"11832","RPS26",363
"11833","ERBB3",4342
"11834","ENSG00000257411",517
"11835","PA2G4",1275
"11836","RPL41",88
"11837","ZC3H10",1305
"11838","ESYT1",3495
"11839","MYL6B",697
"11840","MYL6",855
"11841","SMARCC2",3878
"11842","RNF41",976
"11843","NABP2",661
"11844","SLC39A5",1668
"11845","ANKRD52",3366
"11846","COQ10A",886
"11847","CS",1457
"11848","ENSG00000144785",827
"11849","CNPY2",569
"11850","PAN2",3729
"11851","IL23A",585
"11852","STAT2",2671
"11853","APOF",986
"11854","TIMELESS",3762
"11855","MIP",807
"11856","SPRYD4",629
"11857","GLS2",1963
"11858","RBMS2",1387
"11859","BAZ2A",5858
"11860","ATP5F1B",1635
"11861","PTGES3",535
"11862","NACA",6272
"11863","PRIM1",1477
"11864","HSD17B6",969
"11865","SDR9C7",957
"11866","RDH16",969
"11867","GPR182",1806
"11868","ZBTB39",2139
"11869","TAC3",386
"11870","MYO1A",3262
"11871","NEMP1",1375
"11872","NAB2",1608
"11873","STAT6",2703
"11874","LRP1",14257
"11875","NXPH4",932
"11876","SHMT2",1570
"11877","NDUFA4L2",351
"11878","STAC3",1145
"11879","R3HDM2",3273
"11880","INHBC",1064
"11881","INHBE",1058
"11882","GLI1",3371
"11883","ARHGAP9",2333
"11884","MARS1",2803
"11885","DDIT3",584
"11886","ENSG00000285133",110
"11887","MBD6",3062
"11888","DCTN2",1296
"11889","KIF5A",3260
"11890","PIP4K2C",1311
"11891","DTX3",1087
"11892","ARHGEF25",2035
"11893","B4GALNT1",1928
"11894","OS9",2107
"11895","AGAP2",3832
"11896","TSPAN31",658
"11897","CDK4",942
"11898","MARCHF9",1228
"11899","CYP27B1",1648
"11900","METTL1",856
"11901","EEF1AKMT3",889
"11902","TSFM",1280
"11903","AVIL",2550
"11904","CTDSP2",851
"11905","ATP23",766
"11906","LRIG3",3509
"11907","SLC16A7",1474
"11908","TAFA2",443
"11909","USP15",3078
"11910","MON2",5378
"11911","PPM1H",1590
"11912","AVPR1A",1262
"11913","DPY19L2",2382
"11914","RXYLT1",1357
"11915","SRGAP1",3402
"11916","KICS2",1424
"11917","C12orf56",1929
"11918","XPOT",3004
"11919","TBK1",2285
"11920","RASSF3",1039
"11921","GNS",1847
"11922","TBC1D30",2992
"11923","WIF1",1185
"11924","LEMD3",2796
"11925","MSRB3",752
"11926","HMGA2",771
"11927","LLPH",395
"11928","TMBIM4",930
"11929","IRAK3",1997
"11930","HELB",3324
"11931","GRIP1",3790
"11932","CAND1",3763
"11933","DYRK2",1816
